Fines	Areas_actividad	TM 	frequency_l1	keywords_l1	frequency_l2	keywords_l2
incidir In the creation and reconversion of companies.	Research	UNKNOWN	26	moral (2), relief (1), whole (1), differ (1), convent (1), proof (1), psychic (1), rout (1), school (1), humor (1), chart (1), athlet (1), locat (1), frame (1), elit (1), zaragoza (0), endem (0), romanc (0), correct (0), formula (0), 	5	moral (1), anim (1), boy (1), organis (1), sponsor (0), infarct (0), romanc (0), correct (0), redistribut (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), absorpt (0), begun (0), 
Study and profundización in the mon of the economy the company and the finances.	Research	UNKNOWN	26	movement (1), infect (1), talk (1), present (1), modern (1), expand (1), instal (1), argentinian (0), meadow (0), profit (0), itinerari (0), profil (0), communal (0), infarct (0), trauma (0), internet (0), formula (0), correct (0), space (0), announc (0), 	5	clinic (1), centuri (1), argentinian (0), itinerari (0), announc (0), absorpt (0), infarct (0), space (0), profit (0), meadow (0), conting (0), communal (0), profil (0), trauma (0), internet (0), formula (0), soloist (0), gaucher (0), neighbourhood (0), romanc (0), 
Look after the continuity and presence in the society of the values promoted by the escoltisme, the promotion and divulging of his practice, to the dinamización of the different communities related with the escoltisme and look after his continuity in the activities that carry out.	Cultural - education	UNKNOWN	26	look (2), death (1), orphan (1), sudden (1), agent (1), crisi (1), trigger (1), action (1), approach (1), adopt (1), recov (0), girl (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), 	4	crise (1), matter (1), presenc (1), absorpt (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), argentinian (0), apparit (0), announc (0), soloist (0), 
The mission of the entity is to offer opportunities to improve the quality of life to boys, young and his families, especially those that are in situation of vulnerability, accompanying them and promoting that they are leading of this process inside his territory.	Social services	UNKNOWN	26	prostat (1), parti (1), experi (1), poor (1), grace (1), norm (1), specialis (1), vulner (1), best (1), subsidi (1), process (1), approach (1), distributor (0), intermitt (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), 	4	opportun (1), lead (1), argentinian (0), announc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), soloist (0), insular (0), conting (0), neighbourhood (0), 
Contribute in search of the effects of the consumption of the wine in the human body.	Research - corporate social responsibility	UNKNOWN	26	primari (5), chemist (2), addresse (1), instal (1), plough (1), analog (1), defin (1), outlin (1), devot (1), legal (1), correct (1), ration (1), profession (1), technic (1), consumpt (1), impact (1), dynam (1), documentari (1), profil (0), meadow (0), 	3	search (1), congress (1), wine (1), bodi (1), effect (1), internet (0), trauma (0), profil (0), communal (0), infarct (0), formula (0), meadow (0), itinerari (0), profit (0), correct (0), romanc (0), space (0), argentinian (0), absorpt (0), announc (0), 
Open to the professionals the school extra activities, giving juridical entity and fiscal advantages : in training, solidarity, comunicacio and atencio medical patient, between other destined to the improvement of the professional exercise.	Cultural - education - research - health (hospitable)	UNKNOWN	26	patient (1), worker (1), fiscal (1), extra (1), attent (1), logist (1), interest (1), sex (1), bow (1), provinci (1), born (1), seat (1), earth (1), neighbour (1), provinc (1), legaci (1), preserv (1), noguchi (1), quot (1), busi (1), 	3	debat (1), personnel (1), board (1), unemploy (1), updat (1), open (1), communal (0), infarct (0), space (0), profit (0), itinerari (0), meadow (0), argentinian (0), absorpt (0), trauma (0), internet (0), formula (0), correct (0), profil (0), soloist (0), 
The private foundation by the development of the contemporary art promotes the promotion of the emergent art. It facilitates  a space and material because the artists develop projects, facilitating a space to work, the materials, the diffusion and the programming of complementary activities.	Cultural	UNKNOWN	26	defin (2), horizon (2), facilit (2), space (2), isol (1), futur (1), assum (1), reflect (1), time (1), detect (1), formal (1), technic (1), contemporari (1), downward (1), belief (1), context (1), year (1), still (1), second (1), conting (0), 	3	emerg (1), materi (1), argentinian (0), itinerari (0), announc (0), absorpt (0), infarct (0), space (0), profit (0), communal (0), meadow (0), profil (0), trauma (0), internet (0), formula (0), correct (0), soloist (0), conting (0), insular (0), neighbourhood (0), 
Purpose benèfico-educational that included the extinguished provincial board of barcelona of social assistance.	Social services	UNKNOWN	26	patient (1), worker (1), fiscal (1), extra (1), attent (1), logist (1), interest (1), sex (1), bow (1), provinci (1), born (1), seat (1), earth (1), neighbour (1), provinc (1), legaci (1), preserv (1), noguchi (1), quot (1), busi (1), 	3	properti (1), jurid (1), board (1), die (1), extinguish (1), infarct (0), space (0), profit (0), itinerari (0), meadow (0), argentinian (0), absorpt (0), profil (0), trauma (0), internet (0), formula (0), correct (0), romanc (0), communal (0), soloist (0), 
Granting of all type of helps to the educational tasks, educational, cultural and formative carried out from montgat by mireia centre of studies, to give matters that do not form part of the plan of studies and attend the whole education of any another tending activity to the purposes of own character.	Education	UNKNOWN	26	moral (2), relief (1), whole (1), differ (1), convent (1), proof (1), psychic (1), rout (1), school (1), humor (1), chart (1), athlet (1), locat (1), frame (1), elit (1), zaragoza (0), endem (0), romanc (0), correct (0), formula (0), 	2	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
sostenimiento Of the schools ribas of rubí.	Education	UNKNOWN	26	movement (1), infect (1), talk (1), present (1), modern (1), expand (1), instal (1), argentinian (0), meadow (0), profit (0), itinerari (0), profil (0), communal (0), infarct (0), trauma (0), internet (0), formula (0), correct (0), space (0), announc (0), 	2	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
manejament Of services and of social initiatives: attention to the problematic social that generate marginalisation, management of programs, resources and centres in the field of the social services and performance in the field of the prevention, the treatment, the social insertion and the training to the city of barcelona	Social services	UNKNOWN	26	belong (2), director (2), criteria (1), equal (1), protocol (1), associ (1), charit (1), result (1), detriment (1), complement (1), inform (1), aptitud (1), montessori (1), gain (1), updat (1), convent (1), minimum (1), marginalis (1), young (1), look (1), 	2	barcelona (1), argentinian (0), announc (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), soloist (0), apparit (0), conting (0), neighbourhood (0), 
Devote the installations, familiar heritage of the founder, to the development of a dynamic conception of the school to catalunya and to the relations between the education and the world of the culture, work, esparcimiento and civismo. The foundation has a documentary archive on the education to catalunya.	Cultural - education - environment	UNKNOWN	26	primari (5), chemist (2), addresse (1), instal (1), plough (1), analog (1), defin (1), outlin (1), devot (1), legal (1), correct (1), ration (1), profession (1), technic (1), consumpt (1), impact (1), dynam (1), documentari (1), profil (0), meadow (0), 	2	archiv (1), argentinian (0), announc (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), soloist (0), continu (0), conting (0), neighbourhood (0), 
Bridge solidario between technical resources and social needs and service of logistical solidaria for ong.	Health (hospitable) - environment - education	UNKNOWN	26	patient (1), worker (1), fiscal (1), extra (1), attent (1), logist (1), interest (1), sex (1), bow (1), provinci (1), born (1), seat (1), earth (1), neighbour (1), provinc (1), legaci (1), preserv (1), noguchi (1), quot (1), busi (1), 	2	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Education of the arts and traditional jobs to catalunya, of the new professions that asks the current society and the incorporation to the labour world of the students. Realisation of projects and collaborations of training of the immigrants and of the people of scarce economic level. And all the activities that determine the patronato.	Education	UNKNOWN	25	scout (2), prepar (2), sever (2), attent (2), record (1), adult (1), question (1), special (1), project (1), human (1), student (1), borough (1), north (1), medic (1), convalesc (1), written (1), length (1), medullari (1), obtain (1), ask (1), 	8	hospit (2), profess (2), job (1), histor (1), necessari (1), tradit (1), itinerari (0), infarct (0), space (0), profit (0), communal (0), meadow (0), announc (0), profil (0), trauma (0), internet (0), formula (0), absorpt (0), argentinian (0), soloist (0), 
Promotion and development of the investigation medicocientífica; preparation of programs of performance in several appearances of the activity medicoassistencial and of the hospitable organisation; historical investigation of the medical profession and the hospitable activity.	Research	UNKNOWN	25	scout (2), prepar (2), sever (2), attent (2), record (1), adult (1), question (1), special (1), project (1), human (1), student (1), borough (1), north (1), medic (1), convalesc (1), written (1), length (1), medullari (1), obtain (1), ask (1), 	8	hospit (2), profess (2), job (1), histor (1), necessari (1), tradit (1), itinerari (0), infarct (0), space (0), profit (0), communal (0), meadow (0), announc (0), profil (0), trauma (0), internet (0), formula (0), absorpt (0), argentinian (0), soloist (0), 
Promote the culture in general.	Education - cultural	UNKNOWN	25	circl (2), medicin (2), struggl (1), complement (1), architectur (1), question (1), modern (1), engin (1), vulner (1), theoret (1), movement (1), histori (1), manifest (1), begin (1), sanitari (1), constitut (1), dispos (0), gaucher (0), redistribut (0), communal (0), 	7	growth (1), childhood (1), intern (1), argentinian (0), announc (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), soloist (0), romanc (0), conting (0), neighbourhood (0), 
Contribute to the economic and social growth of the territory linked to mataró and to the maresme, through an integral model of generation of knowledge, training, company and innovation	Education	UNKNOWN	25	circl (2), medicin (2), struggl (1), complement (1), architectur (1), question (1), modern (1), engin (1), vulner (1), theoret (1), movement (1), histori (1), manifest (1), begin (1), sanitari (1), constitut (1), dispos (0), gaucher (0), redistribut (0), communal (0), 	7	growth (1), childhood (1), intern (1), argentinian (0), announc (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), soloist (0), romanc (0), conting (0), neighbourhood (0), 
Loan services asistenciales to people with physical disability.	Social services	UNKNOWN	25	circl (2), medicin (2), struggl (1), complement (1), architectur (1), question (1), modern (1), engin (1), vulner (1), theoret (1), movement (1), histori (1), manifest (1), begin (1), sanitari (1), constitut (1), dispos (0), gaucher (0), redistribut (0), communal (0), 	7	growth (1), childhood (1), intern (1), argentinian (0), announc (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), soloist (0), romanc (0), conting (0), neighbourhood (0), 
Creation, maintenance and operation of a school of childish and primary education in accordance with the valid legal disposals.	Education	UNKNOWN	25	worker (1), especi (1), diminish (1), employ (1), trauma (0), profit (0), itinerari (0), meadow (0), communal (0), profil (0), internet (0), infarct (0), formula (0), correct (0), romanc (0), insular (0), apparit (0), space (0), absorpt (0), migrat (0), 	5	constitut (1), legal (1), dispos (1), childish (1), valid (1), argentinian (0), profit (0), absorpt (0), infarct (0), space (0), itinerari (0), soloist (0), meadow (0), communal (0), profil (0), trauma (0), internet (0), announc (0), gaucher (0), conting (0), 
The foundation constituted  on 16 July 1986, when doing reality an ancient aspiración of the circle that begins to manifest  to finals of the years sixty. The foundation constituted  with the will to complement the tasks of the circle, in the sense of profunditzar in all those cultural questions, economic and political that they are of general interest.	Cultural	UNKNOWN	25	circl (2), medicin (2), struggl (1), complement (1), architectur (1), question (1), modern (1), engin (1), vulner (1), theoret (1), movement (1), histori (1), manifest (1), begin (1), sanitari (1), constitut (1), dispos (0), gaucher (0), redistribut (0), communal (0), 	5	juli (1), ancient (1), malaria (1), ill (1), sixti (1), tuberculosi (1), task (1), sida (1), girl (0), insular (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), persian (0), sponsor (0), communal (0), meadow (0), 
Education of any matter and degree, and the cultural activities, educational and formative in general, in accordance with the ideario of the institution.	Ruled education and no ruled	UNKNOWN	25	worker (1), especi (1), diminish (1), employ (1), trauma (0), profit (0), itinerari (0), meadow (0), communal (0), profil (0), internet (0), infarct (0), formula (0), correct (0), romanc (0), insular (0), apparit (0), space (0), absorpt (0), migrat (0), 	5	hispan (1), argentinian (0), meadow (0), absorpt (0), infarct (0), space (0), profit (0), itinerari (0), communal (0), soloist (0), profil (0), trauma (0), internet (0), formula (0), correct (0), romanc (0), announc (0), conting (0), apparit (0), neighbourhood (0), 
The defence of the environment.	Environment	UNKNOWN	25	includ (2), patent (1), parad (1), real (1), delay (1), previous (1), promis (1), illus (1), confid (1), deposit (1), impact (1), obtain (1), vial (1), subsidiari (1), encourag (1), charact (1), effort (1), meadow (0), itinerari (0), soloist (0), 	4	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Residences and houses unifamiliares by families with person with mental delay.	Social services	UNKNOWN	25	includ (2), patent (1), parad (1), real (1), delay (1), previous (1), promis (1), illus (1), confid (1), deposit (1), impact (1), obtain (1), vial (1), subsidiari (1), encourag (1), charact (1), effort (1), meadow (0), itinerari (0), soloist (0), 	3	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Promotion of the collection of pieces of furniture of the founder, promotion of the medical research of enfermetats pneumològiques and espaldarazo to the Christian training	Cultural - research - social services	UNKNOWN	25	furnitur (1), piec (1), relief (1), medic (1), forum (1), venu (1), paramount (1), life (1), set (1), reinsur (1), latin (1), congress (1), style (1), disadvantag (1), trauma (0), infarct (0), profil (0), communal (0), internet (0), meadow (0), 	3	collect (1), argentinian (0), soloist (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), conting (0), insular (0), neighbourhood (0), gaucher (0), 
Organise records or edit information written to achieve the paramount aims.	Education - cultural	UNKNOWN	25	scout (2), prepar (2), sever (2), attent (2), record (1), adult (1), question (1), special (1), project (1), human (1), student (1), borough (1), north (1), medic (1), convalesc (1), written (1), length (1), medullari (1), obtain (1), ask (1), 	3	edit (1), paramount (1), achiev (1), argentinian (0), soloist (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), conting (0), replac (0), neighbourhood (0), gaucher (0), 
Give the education in the village of navarcles, in the levels of childish education, preschool, primary, basic general education and any another of upper degree and other levels educacionales and cultural assimilated to the previous that in his day create  timely.	Education	UNKNOWN	25	includ (2), patent (1), parad (1), real (1), delay (1), previous (1), promis (1), illus (1), confid (1), deposit (1), impact (1), obtain (1), vial (1), subsidiari (1), encourag (1), charact (1), effort (1), meadow (0), itinerari (0), soloist (0), 	3	villag (1), preschool (1), real (1), assimil (1), upper (1), footbal (1), week (1), argentinian (0), absorpt (0), infarct (0), space (0), profit (0), soloist (0), itinerari (0), meadow (0), communal (0), profil (0), trauma (0), internet (0), announc (0), 
Foundation that promotes several educational projects, social and cultural headed to the boys , young and adults, incidiendo of a special way in the communities in social risk.	Cultural - education - sportive - environment	UNKNOWN	25	scout (2), prepar (2), sever (2), attent (2), record (1), adult (1), question (1), special (1), project (1), human (1), student (1), borough (1), north (1), medic (1), convalesc (1), written (1), length (1), medullari (1), obtain (1), ask (1), 	3	domicil (2), disc (1), influenc (1), also (1), area (1), argentinian (0), itinerari (0), absorpt (0), infarct (0), space (0), profit (0), meadow (0), soloist (0), communal (0), profil (0), trauma (0), internet (0), formula (0), announc (0), gaucher (0), 
The lemma of science in society is the promotion and the stimulus of the scientific culture. Since increasingly the public opinion plays an important paper to the hour to participate in citizen decisions, our intention is to transmit the scientific knowledge and the application of the method to arrive to have a critical spirit reasoned.	Cultural	UNKNOWN	25	punctual (1), import (1), love (1), hour (1), fewer (1), sunday (1), earth (1), specialis (1), floral (1), play (1), critic (1), abolit (1), mathemat (1), follow (1), school (1), transmit (1), defend (1), youth (1), lemma (1), carri (1), 	3	intent (1), argentinian (0), insular (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Attention sociosanitaria of the people of his area of influence (osona north), and offering a wide fan of services (convalescence, internally of long length, hospital of day, support to domicile, residence, centre of day, etc.).	Health - social services	UNKNOWN	25	scout (2), prepar (2), sever (2), attent (2), record (1), adult (1), question (1), special (1), project (1), human (1), student (1), borough (1), north (1), medic (1), convalesc (1), written (1), length (1), medullari (1), obtain (1), ask (1), 	3	domicil (2), disc (1), influenc (1), also (1), area (1), argentinian (0), itinerari (0), absorpt (0), infarct (0), space (0), profit (0), meadow (0), soloist (0), communal (0), profil (0), trauma (0), internet (0), formula (0), announc (0), gaucher (0), 
Promote the study, the protection and the diffusion of the architecture and the urbanismo of the century xx, and especially the of the modern movement.	Research - cultural	UNKNOWN	25	circl (2), medicin (2), struggl (1), complement (1), architectur (1), question (1), modern (1), engin (1), vulner (1), theoret (1), movement (1), histori (1), manifest (1), begin (1), sanitari (1), constitut (1), dispos (0), gaucher (0), redistribut (0), communal (0), 	3	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Watch and carry the follow-up of the school of floral art of catalunya.	Research - cultural - education	UNKNOWN	25	punctual (1), import (1), love (1), hour (1), fewer (1), sunday (1), earth (1), specialis (1), floral (1), play (1), critic (1), abolit (1), mathemat (1), follow (1), school (1), transmit (1), defend (1), youth (1), lemma (1), carri (1), 	3	watch (1), argentinian (0), meadow (0), absorpt (0), infarct (0), space (0), profit (0), itinerari (0), communal (0), soloist (0), profil (0), trauma (0), internet (0), formula (0), correct (0), romanc (0), announc (0), conting (0), apparit (0), neighbourhood (0), 
Facilitate economic aid or asistencial to people with economic resources limited, so much of the private field how represented by some ong humanitarian. The treatments will do  by means of agreements with the professional team of the centre of ophthalmology barraquer. Support to investigations oftalmològiques, by means of the chair of investigation in ophthalmology joaquim barraquer of the autonomous university of barcelona, or other activities for the development of the ophthalmology. Concede scholarships for the training of specialists. Contribute to the awareness of the society in favour of the donation of eyes and to the maintenance of the humanitarian task of the banks of eyes.Establish agreements with other public institutions or deprived to attain his aims.?	Health (hospitable) - corporate social responsibility - education - social services - research - cultural	UNKNOWN	25	famili (1), profession (1), bank (1), matter (1), repres (1), palaeontolog (1), chair (1), procur (1), jurid (1), resourc (1), trauma (0), absorpt (0), internet (0), formula (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), 	3	ophthalmolog (3), eye (2), agreement (2), awar (1), much (1), humanitarian (1), barcelona (1), specialist (1), donat (1), conced (1), team (1), trauma (0), infarct (0), internet (0), communal (0), meadow (0), itinerari (0), profit (0), formula (0), space (0), 
Provision and management sanitary services.	Health (hospitable)	UNKNOWN	25	back (1), mani (1), rehabilit (1), health (1), admit (1), vascular (1), place (1), direct (1), altern (1), communal (0), absorpt (0), meadow (0), itinerari (0), profil (0), trauma (0), internet (0), profit (0), space (0), infarct (0), conting (0), 	3	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
It defends of the labour human rights to the countries impoverished.	Corporate social responsibility	UNKNOWN	25	punctual (1), import (1), love (1), hour (1), fewer (1), sunday (1), earth (1), specialis (1), floral (1), play (1), critic (1), abolit (1), mathemat (1), follow (1), school (1), transmit (1), defend (1), youth (1), lemma (1), carri (1), 	1	impoverish (1), argentinian (0), announc (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), soloist (0), continu (0), conting (0), neighbourhood (0), 
Promotion of the study and of the investigation of the business science and of any artistic and cultural activity to the regions of tarragona.	Cultural - education	UNKNOWN	25	back (1), mani (1), rehabilit (1), health (1), admit (1), vascular (1), place (1), direct (1), altern (1), communal (0), absorpt (0), meadow (0), itinerari (0), profil (0), trauma (0), internet (0), profit (0), space (0), infarct (0), conting (0), 	1	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Activities of cultural and educational type by means of helps or scholarships of study, cultural and educational promotions, in favour of the resident neighbours of the municipality of saint sadurní of anoia.	Cultural - education	UNKNOWN	25	famili (1), profession (1), bank (1), matter (1), repres (1), palaeontolog (1), chair (1), procur (1), jurid (1), resourc (1), trauma (0), absorpt (0), internet (0), formula (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), 	1	neighbour (1), argentinian (0), apparit (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), 
Give the private education, from preschool until the access in the university, including also the professional training. ideario Based in the Catalan education, Christian, democratic and demanding, verse the integral maduration of the alumnado.	Education	UNKNOWN	24	galician (7), otorhinolaryngolog (1), recov (1), visibl (1), agreement (1), interest (1), preschool (1), sign (1), centuri (1), wider (1), outsid (1), nation (1), incid (1), faith (1), tongu (1), enrich (1), profil (1), solv (1), danc (1), galicia (1), 	9	root (1), ideolog (1), unifi (1), full (1), democrat (1), concern (1), vers (1), music (1), meadow (0), profit (0), itinerari (0), argentinian (0), communal (0), infarct (0), profil (0), trauma (0), internet (0), formula (0), space (0), announc (0), 
Research and divulging of the popular and traditional culture of the pirineu.	Cultural - research	UNKNOWN	24	golf (2), chang (2), municip (1), sex (1), imperfect (1), provinc (1), exploit (1), poet (1), player (1), competit (1), english (1), enter (1), incorpor (1), popular (1), agriculturalist (1), literari (1), space (0), apparit (0), insular (0), romanc (0), 	6	account (1), leadership (1), util (1), creativ (1), meadow (0), infarct (0), space (0), profit (0), itinerari (0), argentinian (0), communal (0), romanc (0), profil (0), trauma (0), internet (0), formula (0), absorpt (0), announc (0), soloist (0), conting (0), 
the foundation abertis pipes the commitment of the group abertis with the society, the culture and the environment of the territories where develop our activity. The foundation also commissions  to merge the actions of corporate social responsibility of the companies of the group.	Cultural - environment - social services	UNKNOWN	24	fact (2), program (1), occur (1), content (1), girl (1), chines (1), corpor (1), compani (1), medit (1), notaris (1), time (1), mark (1), merg (1), essenti (1), deleg (1), children (1), head (1), relax (1), find (1), tongu (1), 	6	provinc (1), cinema (1), protect (1), commiss (1), argentinian (0), meadow (0), space (0), profit (0), itinerari (0), communal (0), absorpt (0), profil (0), trauma (0), internet (0), formula (0), correct (0), infarct (0), soloist (0), announc (0), insular (0), 
Development of activities museísticas, cultural, of research and of promotion of the art of the cinema by means of the collection tomàs mallol.	Cultural - education	UNKNOWN	24	fact (2), program (1), occur (1), content (1), girl (1), chines (1), corpor (1), compani (1), medit (1), notaris (1), time (1), mark (1), merg (1), essenti (1), deleg (1), children (1), head (1), relax (1), find (1), tongu (1), 	6	provinc (1), cinema (1), protect (1), commiss (1), argentinian (0), meadow (0), space (0), profit (0), itinerari (0), communal (0), absorpt (0), profil (0), trauma (0), internet (0), formula (0), correct (0), infarct (0), soloist (0), announc (0), insular (0), 
The foundation plegadis is a project that is born with the will and intentionality to spread, and at the same time improve, knowledges and sensibilitatzació social on the environmental education and of the biodiversidad. The project materialises  a peculiar building situated to the flat deltaica of the ebre, to the municipality of the ràpita.	Cooperation-desenvolulpament-international - education - environment - research	UNKNOWN	24	problem (1), minimis (1), undu (1), intent (1), materialis (1), drug (1), peculiar (1), said (1), abus (1), articl (1), spectrum (1), autist (1), girl (0), space (0), internet (0), trauma (0), intermitt (0), redistribut (0), profil (0), persian (0), 	4	municip (1), fundament (1), especi (1), flat (1), environment (1), communal (0), space (0), profit (0), itinerari (0), meadow (0), argentinian (0), profil (0), absorpt (0), trauma (0), internet (0), formula (0), correct (0), infarct (0), announc (0), insular (0), 
Give to know to the widest public possible, the work and the professional path like miniaturista of the sr. manuel olivé Healthy, mainly to catalunya. The foundation will promote and will give continuity to the task initiated by the sr. manuel olivé Healthy in the fields of the miniaturisme and the motoring.	Cultural	UNKNOWN	24	healthi (2), matter (2), construct (2), task (1), known (1), reason (1), movement (1), overthrown (1), enjoy (1), state (1), economi (1), path (1), kill (1), medicin (1), upper (1), architect (1), modernist (1), trade (1), conting (0), apparit (0), 	4	widest (1), motor (1), conting (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), neighbourhood (0), romanc (0), gaucher (0), dispos (0), 
"Boost and promote the cultural dialogue between the sciences of the man and the theology, with special attention to the subjects that pose  from the praxis for a juster world (so much in the local fields as in the international, in the third and fourth world, etc.). Boost the theological and humanistic debate in question them borders and ""fundamental""; with the indefugible need that all this was deep ""inner"" experience."	Education - cultural	UNKNOWN	24	approach (2), pose (2), fourth (1), oblig (1), debat (1), cost (1), daili (1), organ (1), assumpt (1), inner (1), complement (1), investor (1), erad (1), dysfunct (1), tri (1), theolog (1), tread (1), struggl (1), usual (1), latin (1), 	4	third (2), theolog (1), question (1), america (1), impoverish (1), humanist (1), deep (1), trauma (0), profil (0), communal (0), announc (0), itinerari (0), profit (0), internet (0), space (0), formula (0), infarct (0), absorpt (0), meadow (0), argentinian (0), 
Provide material help, medical, therapeutic and educational, and promote and cooperate in the development of the social sectors less favoured. Promote the study and the practice of the Buddhist religion and the dialogue interreligiós.	Health (hospitable) - education - cultural - environment	UNKNOWN	24	import (1), lath (1), therapeut (1), shortag (1), age (1), provid (1), visual (1), discrimin (1), micro (1), popul (1), elimin (1), ecolog (1), face (1), religion (1), attitud (1), prevent (1), erad (1), communal (0), meadow (0), itinerari (0), 	4	architectur (1), bangladesh (1), buddhist (1), specif (1), credit (1), internet (0), trauma (0), profil (0), formula (0), absorpt (0), meadow (0), itinerari (0), profit (0), correct (0), romanc (0), space (0), infarct (0), communal (0), argentinian (0), apparit (0), 
Creation, promotion and development of activities of general interest in the world of the culture, the sciences, the sport and the health, and specifically, the architecture and the urbanismo.	Cultural - social services	UNKNOWN	24	import (1), lath (1), therapeut (1), shortag (1), age (1), provid (1), visual (1), discrimin (1), micro (1), popul (1), elimin (1), ecolog (1), face (1), religion (1), attitud (1), prevent (1), erad (1), communal (0), meadow (0), itinerari (0), 	4	architectur (1), bangladesh (1), buddhist (1), specif (1), credit (1), internet (0), trauma (0), profil (0), formula (0), absorpt (0), meadow (0), itinerari (0), profit (0), correct (0), romanc (0), space (0), infarct (0), communal (0), argentinian (0), apparit (0), 
Creation, maintenance and potenciación of collections of trees and bushes with a scientific function, of investigation agroforestal, environmental, educational and cultural, in profit of the civil society in general.	Cultural - research - education	UNKNOWN	24	bush (1), principl (1), volunt (1), opportun (1), long (1), unemploy (1), christian (1), access (1), barrier (1), dialogu (1), monarch (1), scienc (1), qualiti (1), environment (1), meadow (0), migrat (0), deterior (0), apparit (0), insular (0), romanc (0), 	4	tree (1), argentinian (0), deterior (0), insular (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), 
